#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_WCCLS.10063;The ritual has begun. As the world swirls around you the vision blurs and you start to hear weird sounds. You see the Defiler before you. Overcome with rage and fury you charge at him with your antlers. The ground trembles under your hooves as you sweep demons aside. You reach your enemy and he barely dodges your attack, saving himself from being impaled. You exhange blows for hours and you you're getting more and more tired with each passing moment. Archimonde notices it and grabs your neck with his demonic strength. You struggle to free yourself but to no avail. He snaps your neck and as you leave the vision the last thing you hear is powerful roar of furious Ysera.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10063;I still weep for the White Stag.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10064;You have overcome the Malornes challenge and gained insight about his being. With all these things you have strengthened your connection with the Waywatcher and mastered the Stag Form. You will use this power as Malorne himself would. To defend Azeroth and its inhabitants.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10064;I will always follow your example.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCCLS.10200;You spend years staying true to the light and your duties. In doing this you gained a immense wisdom and experience. You can channel it into writing a libram, the holiest type of book. It will strengthen your connection to Light and those that will wield it after you.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10200;I will write about protecting others.;;;;;;;;;;;;;x
EVTOPTB_WCCLS.10200;I will write about delivery of retribution.;;;;;;;;;;;;;x
EVTOPTC_WCCLS.10200;I will write about staying justful.;;;;;;;;;;;;;x
EVTOPTD_WCCLS.10200;I will write about importance of faith.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10201;After days and nights of pouring yor thoughts and faith onto the paper the work is completed. The book tells how protecting others is paladins first duty and it emanates aura of Light that will strengthen its wielder.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10201;I will stay true to my words.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10202;After days and nights of pouring yor thoughts and faith onto the paper the work is completed. The book tells how delivering retribution is paladins first duty and it emanates aura of Light that will strengthen its wielder.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10202;I will stay true to my words.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10203;After days and nights of pouring yor thoughts and faith onto the paper the work is completed. The book tells how being just is paladins first duty and it emanates aura of Light that will strengthen its wielder.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10203;I will stay true to my words.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10204;After days and nights of pouring yor thoughts and faith onto the paper the work is completed. The book tells how being pious is paladins first duty and it emanates aura of Light that will strengthen its wielder.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10204;I will stay true to my words.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCCLS.10300;As a master of runic magic you can use your powers to forge a runeblade. It will strengthen you and you will be able to channel your powers throught it.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10300_alt;Nathrezim are known for their smithing skills and have forged many powerful runeblades in history. Weapons like Frostmourne and Apocalypse are examples of your race abilitities. Now you can use this abilities to forge a powerful blade for yourself.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCCLS_10300;As a master of runic magic you can use your powers to forge a runeblade. It will strengthen you and you will be able to channel your powers throught it.;;;;;;;;;;;;;x
EVTDESC_WCCLS_10300_alt;Nathrezim are known for their smithing skills and have forged many powerful runeblades in history. Weapons like Frostmourne and Apocalypse are examples of your race abilitities. Now you can use this abilities to forge a powerful blade for yourself.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10300;I will forge a blade empowered by unholy magic.;;;;;;;;;;;;;x
EVTOPTB_WCCLS.10300;I will forge a blade empowered by blood magic.;;;;;;;;;;;;;x
EVTOPTC_WCCLS.10300;I will forge a blade empowered by frost magic.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10301;After many nights spent forging and channeling unholy magic into the metal you have finished your blade. It emanates dark energies that will surely bring death to your enemies.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10301;Now nothing can stop me.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10302;After many nights spent forging and channeling blood magic into the metal you have finished your blade. It emanates dark energies that will surely bring death to your enemies.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10302;Now nothing can stop me.;;;;;;;;;;;;;x
EVTDESC_WCCLS.10303;After many nights spent forging and channeling frost magic into the metal you have finished your blade. It emanates dark energies that will surely bring death to your enemies.;;;;;;;;;;;;;x
EVTOPTA_WCCLS.10303;Now nothing can stop me.;;;;;;;;;;;;;x
EVTDESC_WCCC.20;You have been elected to lead Cenarion Circle.;;;;;;;;;;;;;x
EVTOPTA_WCCC.20;I will do my best (You will lose all your current lands if not vassal of Cenarion Circle).;;;;;;;;;;;;;x
EVTOPTB_WCCC.20;I'm not worthy.;;;;;;;;;;;;;x
EVTDESC_WCED.1;The Emerald Dream is a vast, ever-changing spirit world, that exists outside the boundaries of the physical world. The Emerald Dream represents how the world would have been, if intelligent beings had not altered its surface. It is a druids duty to spend time in this realm.;;;;;;;;;;;;;x
EVTOPTA_WCED.1;I will enter the Dream.;;;;;;;;;;;;;x
EVTOPTB_WCED.1;I still have something to do.;;;;;;;;;;;;;x
EVTDESC_WCED.2;After spending somethis in the Dream you started to feel a little homesick. Maybe it's time to leave this beatiful realm and go back to Azeroth ?;;;;;;;;;;;;;x
EVTOPTA_WCED.2;It's time to leave the Dream.;;;;;;;;;;;;;x
EVTOPTB_WCED.2;No, i will spend more time here.;;;;;;;;;;;;;x
EVTDESC_WCCC.211;Elune's favor to you, [Root.GetSocietyRank] [Root.GetFirstName].\n\nDruids true home is the Emerald Dream. You should leave the material realm behind and venture there.\n\n\nSigned, Archdruid [From.GetFirstName];;;;;;;;;;;;;x
request_to_rank_up_within_cenarion_circle;Request to rank up.;;;;;;;;;;;;;x
request_to_rank_up_within_alt_society_tt;[GetAltSocietyRankUpTooltip];;;;;;;;;;;;;x
GetCCSocietyRankUpTooltip_Rank1;Has §YHarmony§! greater or equal to 1000 and is at least an Apprentice Druid.;;;;;;;;;;;;;x
GetCCSocietyRankUpTooltip_Rank2;Has §YHarmony§! greater or equal to 3000 and is at least an Skilled Druid.;;;;;;;;;;;;;x
GetCCSocietyRankUpTooltip_Rank3;Has §YHarmony§! greater or equal to 6000 and is at least an Great Druid.;;;;;;;;;;;;;x
GetSOESocietyRankUpTooltip_Rank1;Has §YDevotion§! greater or equal to 1000 and is at least an Apprentice Priest.;;;;;;;;;;;;;x
GetSOESocietyRankUpTooltip_Rank2;Has §YDevotion§! greater or equal to 3000 and is at least an Skilled Priest.;;;;;;;;;;;;;x
GetSOESocietyRankUpTooltip_Rank3;Has §YDevotion§! greater or equal to 6000 and is at least an Great Priest.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
ancient_kernel;Ancients Seed;;;;;;;;;;;;;x
ancient_group;Ancient;;;;;;;;;;;;;x
protector;Ancient;;;;;;;;;;;;;x
ancient_lore;Ancient of Lore;;;;;;;;;;;;;x
ancient_war;Ancient of War;;;;;;;;;;;;;x
ancient_wind;Ancient of Wind;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
creature_protector;Ancient Protector;;;;;;;;;;;;;x
creature_protector_desc;Ancients are giant, sentient demigod-like trees that serve as protectors of nature. They were among the first creatures of Azeroth, the first guardians of its life.;;;;;;;;;;;;;x
creature_ancient_lore;Ancient of Lore;;;;;;;;;;;;;x
creature_ancient_lore_desc;A type of ancient, the ancients of lore are the keepers of wisdom, and the living keys necessary to unlock nature's most guarded secrets.;;;;;;;;;;;;;x
creature_ancient_war;Ancient of War;;;;;;;;;;;;;x
creature_ancient_war_desc;One of the toughest types of ancient, Ancients of War train night elves in the arts of weaponry.;;;;;;;;;;;;;x
creature_ancient_wind;Ancient of Wind;;;;;;;;;;;;;x
creature_ancient_wind_desc;Ancients of Wind, or Ancients of the wind, are able to tap into the more feral side of nature. Ancients of wind avoid combat but like other ancients, when enemies threaten nature, they battle with their allies.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCRAC.300;You were walking in the forest when something fell from one of your branches. You lean to pick it up. In your hand you hold a little seed.;;;;;;;;;;;;;x
EVTOPTA_WCRAC.300;I need to take care of it.;;;;;;;;;;;;;x
EVTDESC_WCRAC.310;After many years of taking care of the little seed something awakened in it. From the broken seed sprouted a little Ancient.;;;;;;;;;;;;;x
EVTOPTA_WCRAC.310;New life is born.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
summon_ancient;Summon Ancient;;;;;;;;;;;;;x
summon_ancient_desc;Summon one of the powerful protectors of the forest.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCSAD.140;Ancients are powerful guardians of the forest. There are many different types of them and they have different strengths. You can choose what type of Ancient you would like to summon to your court.;;;;;;;;;;;;;x
EVTOPTA_WCSAD.140;Ancient of War.;;;;;;;;;;;;;x
EVTOPTB_WCSAD.140;Ancient of Lore.;;;;;;;;;;;;;x
EVTOPTC_WCSAD.140;Ancient of Wind.;;;;;;;;;;;;;x
EVTDESC_WCCC.3;Elune's favor to you, [Root.GetTitledFirstName].\n\nWe are delighted by your decision to join ranks of Cenarion Circle. Together we will strive to maintain balance and spread teachings of Cenarius.\n\n\nSigned, Archdruid [From.GetFirstName].;;;;;;;;;;;;;x
EVTOPTA_WCCC.3;It is a great honor, Archdruid.;;;;;;;;;;;;;x
EVTDESC_WCCC.212;Elune's favor to you, [Root.GetSocietyRank] [Root.GetFirstName].\n\nAs a druid you should pursue secrets of the nature and expand your knowledge about it.\n\n\nSigned, Archdruid [From.GetFirstName].;;;;;;;;;;;;;x
EVTDESC_WCCC.12;Elune's favor to you, [Root.GetSocietyRank] [Root.GetFirstName].\n\nI'm happy with your advancements in understanding of nature and hereby grant you a rank that is more representative of your knowledge.\n\n\nSigned, Archdruid [From.GetFirstName].;;;;;;;;;;;;;x
EVTOPTA_WCCC.12;It is a great honor, Archdruid.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
ask_for_ancient_mark_power_desc;Enables decision in the §YIntrigue§! menu, to request blessing from the Ancients.;;;;;;;;;;;;;x
train_with_archdruids_power_desc;Enables decision in the §YIntrigue§! menu, to train with Archdruids increasing your class level.;;;;;;;;;;;;;x
train_young_druid_power_desc;Enables decision in the §YIntrigue§! menu, to summon a druid to your court.;;;;;;;;;;;;;x
build_cenarion_enclave_power_desc;Enables decision in the §YIntrigue§! menu, to create a special hospital building in your capital (hospital included).;;;;;;;;;;;;;x
raise_host_of_the_wilds_power_desc;Enables decision in the §YIntrigue§! menu, to summon host of the forest.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCCC.70;Ancients are powerful beings that supported Cenarion Circle for thousands of years. As a member of it you can ask one of them to grant you their blessing.;;;;;;;;;;;;;x
EVTOPTA_WCCC.70;I will ask an Ancient of War.;;;;;;;;;;;;;x
EVTOPTB_WCCC.70;I will ask an Ancient of Lore.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCOME.100;After the taking of city your troops start sacrificing its population to the Lords of Twilight. Streets are flooded with blood and screams of innocents blend into symphony of terror. The madness has come to this land.;;;;;;;;;;;;;x
EVTOPTA_WCOME.100;Glory to the Gods Below.;;;;;;;;;;;;;x
EVTOPTB_WCOME.100;Hide this event.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
touch_of_elune_dec;Touch of Elune;;;;;;;;;;;;;x
touch_of_elune_dec_desc;Use divine powers of Elune to bless this character.;;;;;;;;;;;;;x
send_to_temple;Send to Temple of Elune;;;;;;;;;;;;;x
send_to_temple_desc;Send this child to serve the Goddess.;;;;;;;;;;;;;x
touch_of_elune;Touch of Elune;;;;;;;;;;;;;x
touch_of_elune_desc;This character has been blessed by Elune.;;;;;;;;;;;;;x
vows_of_purity;Take Vows of Purity;;;;;;;;;;;;;x
vows_of_purity_desc;Take your relationship with Elune even further and vow to stay pure for 10 years.;;;;;;;;;;;;;x
end_purity;End Celibate;;;;;;;;;;;;;x
end_purity_desc;You have fulfilled your vows and can end your celibate.;;;;;;;;;;;;;x
break_purity;Break Celibate;;;;;;;;;;;;;x
break_purity_desc;Break your vows of purity.;;;;;;;;;;;;;x
keeping_vows_purity;Keeping Vows of Purity;;;;;;;;;;;;;x
keeping_vows_purity_desc;This character vowed to stay pure in the name of Elune.;;;;;;;;;;;;;x
touch_of_chaos;Touch of Chaos;;;;;;;;;;;;;x
touch_of_madness;Touch of Madness;;;;;;;;;;;;;x
dreams_of_deep;Dreams of the Deep;;;;;;;;;;;;;x
dreams_of_nyalotha;Dreams of Ny'alotha;;;;;;;;;;;;;x
gaze_of_death;Gaze of Death;;;;;;;;;;;;;x
gaze_of_undeath;Gaze of Undeath;;;;;;;;;;;;;x
EVTDESC_WCSE.3;Elune's favor to you, [Root.GetTitledFirstName].\n\nWe are delighted by your decision to join ranks of Sisterhood of Elune. Together we will protect our people and serve the Goddess.\n\n\nSigned, High Priestess [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_WCSE.3;It is a great honor, sister.;;;;;;;;;;;;;x
EVTDESC_WCSE.12;Elune's favor to you, [Root.GetSocietyRank] [Root.GetFirstName].\n\nI'm happy with your service to Elune and hereby grant you a rank that is more representative of your devoutness.\n\n\nSigned, High Priestess [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_WCSE.12;It is a great honor, sister.;;;;;;;;;;;;;x
EVTDESC_WCSE.31;Sisterhood of Elune has existed since beggining of the Kaldorei civilization. The all-female organization is dedicated to worshipining and serving the moon goddes, Elune. Sending the girl to join them would be her a great honor for her. Nonetheless she would leave your court and probably never return.;;;;;;;;;;;;;x
EVTOPTA_WCSE.31;She will serve the Goddess.;;;;;;;;;;;;;x
EVTOPTB_WCSE.31;I changed my mind.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCOME_cthun.10;Host of C'Thun has been sent to you by the Old God himself. Powerful Qiraji and Silithid will support you in destroying enemies of your Master.;;;;;;;;;;;;;x
EVTOPTA_WCOME_cthun.10;Glory to C'Thun.;;;;;;;;;;;;;x
EVTDESC_WCOME_nzoth.10;Host of the N'Zoth has been sent to you by the Old God himself. Powerful Naga and other dark minions will support you in destroying enemies of your Master.;;;;;;;;;;;;;x
EVTOPTA_WCOME_nzoth.10;Glory to N'Zoth.;;;;;;;;;;;;;x
EVTDESC_WCOME_yoggsaron.10;Host of Yogg-Saron has been sent to you by the Old God himself. Corrupted Watchers and N'raqi will support you in destroying enemies of your Master.;;;;;;;;;;;;;x
EVTOPTA_WCOME_yoggsaron.10;Glory to Yogg-Saron.;;;;;;;;;;;;;x
EVTDESC_WCOME_cthun.11;Army of C'Thun has been sent to you by the Old God himself. Powerful Qiraji and Silithid will support you in unleashing madness upon Azeroth.;;;;;;;;;;;;;x
EVTOPTA_WCOME_cthun.11;Glory to C'Thun.;;;;;;;;;;;;;x
EVTDESC_WCOME_nzoth.11;Army of the N'Zoth has been sent to you by the Old God himself. Powerful Naga and K'thir will support you in unleashing madness upon Azeroth.;;;;;;;;;;;;;x
EVTOPTA_WCOME_nzoth.11;Glory to N'Zoth.;;;;;;;;;;;;;x
EVTDESC_WCOME_yoggsaron.11;Army of Yogg-Saron has been sent to you by the Old God himself. Corrupted Watchers and N'raqi will support you in unleashing madness upon Azeroth.;;;;;;;;;;;;;x
EVTOPTA_WCOME_yoggsaron.11;Glory to Yogg-Saron.;;;;;;;;;;;;;x
EVTDESC_WCOME_cthun.12;Legions of C'Thun has been sent to you by the Old God himself. Powerful Qiraji and Silithid will support you in bringing forth the Hour of Twilight.;;;;;;;;;;;;;x
EVTOPTA_WCOME_cthun.12;Glory to C'Thun.;;;;;;;;;;;;;x
EVTDESC_WCOME_nzoth.12;Legions of the N'Zoth has been sent to you by the Old God himself. Powerful Naga and K'thir will support you in bringing forth the Hour of Twilight.;;;;;;;;;;;;;x
EVTOPTAC_WCOME_nzoth.12;Glory to N'Zoth.;;;;;;;;;;;;;x
EVTDESC_WCOME_yoggsaron.12;Legions of Yogg-Saron has been sent to you by the Old God himself. Corrupted Watchers and N'raqi will support you in bringing forth the Hour of Twilight.;;;;;;;;;;;;;x
EVTOPTA_WCOME_yoggsaron.12;Glory to Yogg-Saron.;;;;;;;;;;;;;x
EVTDESC_WCOME.20;A powerful general has been sent to you by the C'Thun himself. He will serve you well and bring ruin upon enemies of the Old God.;;;;;;;;;;;;;x
EVTOPTA_WCOME.20;Glory to C'Thun.;;;;;;;;;;;;;x
EVTDESC_WCOME.21;A powerful general has been sent to you by the N'Zoth himself. He will serve you well and bring ruin upon enemies of the Old God.;;;;;;;;;;;;;x
EVTOPTA_WCOME.21;Glory to N'Zoth.;;;;;;;;;;;;;x
EVTDESC_WCOME.22;A powerful general has been sent to you by the Yogg-Saron himself. He will serve you well and bring ruin upon enemies of the Old God.;;;;;;;;;;;;;x
EVTOPTA_WCOME.22;Glory to Yogg-Saron.;;;;;;;;;;;;;x
EVTDESC_WCOME.25;A monstrous C'Thrax general has been sent to you by your Master himself. He will serve you well and bring ruin upon enemies of the Old God.;;;;;;;;;;;;;x
EVTOPTA_WCOME.25;He will surely bring ruin upon Azeroth.;;;;;;;;;;;;;x
EVTDESC_WCOME.30;You can feel power of C'Thun all over your body. The great eye overtakes your mind and enters the depths of your consciousness. The master is pleased with you and grants you power so you can serve him better.;;;;;;;;;;;;;x
EVTOPTA_WCOME.30;I will bring ruin to enemies of C'Thun.;;;;;;;;;;;;;x
EVTDESC_WCOME.31;You can feel power of C'Thun all over your body. The great eye overtakes your mind and enters the depths of your consciousness. Though the master is pleased with you, his gratitude is a little more than you can handle.;;;;;;;;;;;;;x
EVTOPTA_WCOME.31;UULL lwhuk H'IWN!;;;;;;;;;;;;;x
EVTDESC_WCOME.32;You can feel power of N'Zoth all over your body. The great eye overtakes your mind and enters the depths of your consciousness. The master is pleased with you and grants you power so you can serve him better.;;;;;;;;;;;;;x
EVTOPTA_WCOME.32;I will bring ruin to enemies of N'Zoth.;;;;;;;;;;;;;x
EVTDESC_WCOME.33;You can feel power of N'Zoth all over your body. The great eye overtakes your mind and enters the depths of your consciousness. Though the master is pleased with you, his gratitude is a little more than you can handle.;;;;;;;;;;;;;x
EVTOPTA_WCOME.33;UULL lwhuk H'IWN!;;;;;;;;;;;;;x
EVTDESC_WCOME.34;You can feel power of Yogg-Saron all over your body. The great eye overtakes your mind and enters the depths of your consciousness. The master is pleased with you and grants you power so you can serve him better.;;;;;;;;;;;;;x
EVTOPTA_WCOME.34;I will bring ruin to enemies of Yogg-Saron.;;;;;;;;;;;;;x
EVTDESC_WCOME.35;You can feel power of Yogg-Saron all over your body. The great eye overtakes your mind and enters the depths of your consciousness. Though the master is pleased with you, his gratitude is a little more than you can handle.;;;;;;;;;;;;;x
EVTOPTA_WCOME.35;UULL lwhuk H'IWN!;;;;;;;;;;;;;x
EVTDESC_WCOME.200;You have entered the undergrounds of Ahn'Qiraj with a small band of elite adventurers. After making it through horrific forces of C'Thun you now stand before him. The maddening whispers enter your mind as soon as you look at him. You overcome the madness and lead the charge against the Old God.;;;;;;;;;;;;;x
EVTOPTA_WCOME.200;Die you monster.;;;;;;;;;;;;;x
EVTDESC_WCOME.201;C'Thun is dead. A small band of elite adventurers led by [FROM.GetBestName] has vanquished the Old God. The band has overcome his minions and cleared out the city of Ahn'Qiraj. The races of Azeroth can feel safe once again. ;;;;;;;;;;;;;x
EVTOPTA_WCOME.201;At last we are safe.;;;;;;;;;;;;;x
EVTOPTA_WCOME.201_alt;That is not dead which can eternal lie.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
EVTDESC_WCCC.23;Cenarion Circle was part of Kaldorei since its beggining. It teached drudism to night elves and others that wanted to follow that path. As a new Archdruid you can decide on changing that policy. What is your choice ?;;;;;;;;;;;;;x
EVTOPTA_WCCC.23;Cenarion Circle will always be part of Kaldorei.;;;;;;;;;;;;;x
EVTOPTB_WCCC.23;Cenarion Circle must stay neutral.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
vows_of_purity_power_desc;Enables decision in the §YIntrigue§! menu, to take Vows of Purity.;;;;;;;;;;;;;x
end_purity_power_desc;Enables decision in the §YIntrigue§! menu, to end your Vows of Purity.;;;;;;;;;;;;;x
break_purity_power_desc;Enables decision in the §YIntrigue§! menu, to break your Vows of Purity.;;;;;;;;;;;;;x
train_disciple_power_desc;Enables decision in the §YIntrigue§! menu, to summon a priest to your court.;;;;;;;;;;;;;x
build_temple_of_elune_power_desc;Enables a title decision to build temple holding in the province.;;;;;;;;;;;;;x
