#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#Maintained by DukeJeans;;;;;;;;;;;;;;x
wc_giln_harvwitch2_desc;Harvest Witches are an ancient druidic order from early human spirituality which survives in Gilnean culture. A fenced off dark grove where local druidic circle of Harvest Witches live in and perform their magic in relative isolation.;;;;;;;;;;;;;x
wc_giln_harvwitch3_desc;Harvest Witches are an ancient druidic order from early human spirituality which survives in Gilnean culture. A great grove based around a massive hollow tree where a large cult of Harvest Witches and their servants practice their magic.;;;;;;;;;;;;;x
wc_giln_harvwitch4_desc;Harvest Witches are an ancient druidic order from early human spirituality which survives in Gilnean culture. Haunts are large woodland areas which are deeply cursed and isolated, where a community of Harvest Witches practice magic.;;;;;;;;;;;;;x
wc_giln_yeoman1_desc;Yeoman are Gilnean archers which use longbows for superior range. A tribal range help train and arm Yeoman for war.;;;;;;;;;;;;;x
wc_giln_yeoman2_desc;Yeoman are Gilnean archers which use longbows for superior range. Yeoman barracks are more armory then barracks, with a training yard and officers quarters.;;;;;;;;;;;;;x
wc_giln_yeoman3_desc;Yeoman are Gilnean archers which use longbows for superior range. A large scale range which provides many targets and armaments for Yeoman.;;;;;;;;;;;;;x
wc_giln_yeoman4_desc;Yeoman are Gilnean archers which use longbows for superior range. A quarters of several veteran Yeomen who help train new regiments in rigerous longbow training.;;;;;;;;;;;;;x
wc_giln_darkgrove1_desc;A hidden grove deep in the isolated forests of a Gilnean tribe, where old worshippers gather.;;;;;;;;;;;;;x
wc_giln_darkgrove2_desc;A haunting forest occupied by a small but influential group of Harvest Witches, worshipping the old faith.;;;;;;;;;;;;;x
wc_giln_darkgrove3_desc;A haunted tribal grove ruled over by a sizable cult of powerful druidic witches, living as an isolated priestly tribe seperate from the local clan.;;;;;;;;;;;;;x
wc_giln_darkgrove4_desc;A walled off cult of Harvest witches and their families who in secrecy perform strange but beneficial rituals.;;;;;;;;;;;;;x
wc_giln_hunting1_desc;A large forest clearing bought from nobility for the guild's elite to hunt alongside famed Gilnean bloodhounds.;;;;;;;;;;;;;x
wc_giln_hunting2_desc;A guild lodge where the guild's family occassionally hunts game alongside a small army of Gilnean huntsmen and their horde of Mastiffs.;;;;;;;;;;;;;x
wc_giln_hunting3_desc;A noble's manor in the countryside, used primarily for hunting and as a vacation home for high end guild members, who mostly go on massive fox hunts through the country.;;;;;;;;;;;;;x
wc_giln_hunting4_desc;A stone castle on the outside, but a Bestiary on the inside, a huge playground for Mastiffs and huntsmen of Gilneas to prepare for hunts, or to fight for the guild in trade conflicts.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Dalaranian;;;;;;;;;;;;;;x
wc_dala_muster1;Sorcerer Tower;;;;;;;;;;;;;x
wc_dala_muster2;Sorcerer Library;;;;;;;;;;;;;x
wc_dala_muster3;Sorcerer Citadel;;;;;;;;;;;;;x
wc_dala_muster4;Sorcerer Pocket Dimension;;;;;;;;;;;;;x
wc_dala_armory1;Magic Craftsman;;;;;;;;;;;;;x
wc_dala_armory1;Magic Generator;;;;;;;;;;;;;x
wc_dala_armory1;Dalaran Guild;;;;;;;;;;;;;x
wc_dala_armory1;Dalaran Relicquary;;;;;;;;;;;;;x
wc_dala_citygarrison1;Guardian Barracks;;;;;;;;;;;;;x
wc_dala_citygarrison2;Guardian Arcanium;;;;;;;;;;;;;x
wc_dala_citygarrison3;Guardian Mythic Armory;;;;;;;;;;;;;x
wc_dala_citygarrison4;Guardian Flying Barracks;;;;;;;;;;;;;x
wc_dala_culture1;Apprentice Apartments;;;;;;;;;;;;;x
wc_dala_culture2;Dalaranian Underbelly;;;;;;;;;;;;;x
wc_dala_culture3;Elven Sanctuary;;;;;;;;;;;;;x
wc_dala_culture4;Magical Prison;;;;;;;;;;;;;x
wc_dala_macademy1;Invoker Tower;;;;;;;;;;;;;x
wc_dala_macademy2;Invoker Hold;;;;;;;;;;;;;x
wc_dala_macademy3;Invoker Covenant;;;;;;;;;;;;;x
wc_dala_macademy4;Invoker Citadel;;;;;;;;;;;;;x
wc_dala_witcholoks1;Witcholok Cult;;;;;;;;;;;;;x
wc_dala_witcholoks2;Witcholok Guild;;;;;;;;;;;;;x
wc_dala_witcholoks3;Witcholok Mission;;;;;;;;;;;;;x
wc_dala_witcholoks4;Witcholok Tower;;;;;;;;;;;;;x
wc_dala_tribemage1;Arcane Grove;;;;;;;;;;;;;x
wc_dala_tribemage2;Arcane Alchemist Hut;;;;;;;;;;;;;x
wc_dala_tribemage3;Arcanist Village;;;;;;;;;;;;;x
wc_dala_tribemage4;Magical Enclave;;;;;;;;;;;;;x
wc_dala_privatemage1;Arcane Holding Cells;;;;;;;;;;;;;x
wc_dala_privatemage2;Private Arcanium;;;;;;;;;;;;;x
wc_dala_privatemage3;Hedge Archmage Study;;;;;;;;;;;;;x
wc_dala_privatemage4;Private Magic Academy;;;;;;;;;;;;;x
wc_dala_muster1_desc;Dalaranian Sorcerers train in magic from a young age, becoming masters in arcane arts. Dalaran mages live in large towers which they and their apprentices to practice magic.;;;;;;;;;;;;;x
wc_dala_muster2_desc;Dalaranian Sorcerers train in magic from a young age, becoming masters in arcane arts. A magical library, and a pain for apprentices as they try to catch flying books.;;;;;;;;;;;;;x
wc_dala_muster3_desc;Dalaranian Sorcerers train in magic from a young age, becoming masters in arcane arts. A domed citadel with a violet roof, a common place for sorcerers to dwell in and practice or study magic.;;;;;;;;;;;;;x
wc_dala_muster4_desc;Dalaranian Sorcerers train in magic from a young age, becoming masters in arcane arts. A magical dimension which allows safety and room to practice magic within a strange and manipulated universe, built by a cabal of powerful mages.;;;;;;;;;;;;;x
wc_dala_armory1_desc;A mage and smith who lives in a small blacksmith with their magic tools to help forge new enchanted equipment such as staves and wands.;;;;;;;;;;;;;x
wc_dala_armory1_desc;A magical generator used for numberous purposes, such as creating a flying town, burning away the undead, or even creating a powerful barrier.;;;;;;;;;;;;;x
wc_dala_armory1_desc;Dalaran guilds are famed for their specialization in magic and their continued meddling in many political affairs, guild halls act as recruitment grounds and as private quarters to powerful mages.;;;;;;;;;;;;;x
wc_dala_armory1_desc;Dalaranians collect magical artifacts of various strengths for both study and for possible use, with few limitations or restrictions. These relicquaries keep these relics under magical lock and key.;;;;;;;;;;;;;x
wc_dala_citygarrison1_desc;Guardians are gifted heavily enchanted weapons, armor, and gear and guided by battle mage captains in Dalaranian service. Guardian barracks are violet roofed structures with a variety of magical armories to keep Guardians well supplied.;;;;;;;;;;;;;x
wc_dala_citygarrison2_desc;Guardians are gifted heavily enchanted weapons, armor, and gear and guided by battle mage captains in Dalaranian service. The Guardian Arcanium is a magical training ground where mages test the skill and organization of the Guardians with increasingly difficult magical tests.;;;;;;;;;;;;;x
wc_dala_citygarrison3_desc;Guardians are gifted heavily enchanted weapons, armor, and gear and guided by battle mage captains in Dalaranian service. A powerful group of mage smiths live and thrive to make and procure new magical artifacts for the use of Guardian regiments within this large barracks.;;;;;;;;;;;;;x
wc_dala_citygarrison4_desc;Guardians are gifted heavily enchanted weapons, armor, and gear and guided by battle mage captains in Dalaranian service. A flying barracks which covers over the city limits, a island for training new Guardian infantry which can only be accessed via portals.;;;;;;;;;;;;;x
wc_dala_culture1_desc;Dalaranian society is very tolerant and supportive of magical practice, allowing a special quarter for younger new mages to live and study in the city's walls.;;;;;;;;;;;;;x
wc_dala_culture2_desc;A open sewer system beneath the city where rabble and rogue mages hang out. Don't drink the water.;;;;;;;;;;;;;x
wc_dala_culture3_desc;Dalaranians have a long standing history with elves and allow a small enclave or two within their walls, which help teach them and master magic for the small price of sanctuary.;;;;;;;;;;;;;x
wc_dala_culture4_desc;A sizable magical prison where some of the most dangerous enemies of Azeroth are stored in arcane cages to null them. These horrifying enemies can provide useful knowledge for future use.;;;;;;;;;;;;;x
wc_dala_macademy1_desc;Invokers are an elite group of casters hailing from Dalaran, using powerful and more effective magical tactics. Invoker towers are large magical structures which are housed by an invoker captain and their apprentices.;;;;;;;;;;;;;x
wc_dala_macademy2_desc;Invokers are an elite group of casters hailing from Dalaran, using powerful and more effective magical tactics. Invoker holds are barracks with large courtyards used to train for more devestating spells.;;;;;;;;;;;;;x
wc_dala_macademy3_desc;Invokers are an elite group of casters hailing from Dalaran, using powerful and more effective magical tactics. Magical barracks which act partially as colleges, but more for training more skilled and more devestating invoker armies.;;;;;;;;;;;;;x
wc_dala_macademy4_desc;Invokers are an elite group of casters hailing from Dalaran, using powerful and more effective magical tactics. A huge magical complex of shifting arcane rooms and apartments where a council of powerful mages gather for discussing magic and training new Invoker regiments.;;;;;;;;;;;;;x
wc_dala_witcholoks1_desc;Witcholoks cast unpredicable, wild spells which works amazingly if they worked properly. A personal occult shrine where crazed wizards gather to discuss their great, and barely working, spells.;;;;;;;;;;;;;x
wc_dala_witcholoks2_desc;Witcholoks cast unpredicable, wild spells which works amazingly if they worked properly. A tribal guild of skilled but mad wizards, performing their arcane arts with explosive results.;;;;;;;;;;;;;x
wc_dala_witcholoks3_desc;Witcholoks cast unpredicable, wild spells which works amazingly if they worked properly. A walled off barracks where witcholoks perform magic, not for their own safety, but for the safety of others.;;;;;;;;;;;;;x
wc_dala_witcholoks4_desc;Witcholoks cast unpredicable, wild spells which works amazingly if they worked properly. A tribal tower where a group of Witcholok archmages train their new apprentices in spells, that thankfully, do work.;;;;;;;;;;;;;x
wc_dala_tribemage1_desc;Not a traditional human grove, but more like a peaceful garden owned by a local mage to practice spells away from prying eyes.;;;;;;;;;;;;;x
wc_dala_tribemage2_desc;A alchemist hut in the countryside of the tribe who produces mana potions for a group of mages.;;;;;;;;;;;;;x
wc_dala_tribemage3_desc;A seperate area of the tribe with a large group of Arcanists who dwell with their families, a seperate by very prestigious class of sorcerers.;;;;;;;;;;;;;x
wc_dala_tribemage4_desc;A tribal enclave of elite foreign and local mages protected and well treated by the tribe.;;;;;;;;;;;;;x
wc_dala_privatemage1_desc;A guild dungeon with arcane holding cells used primarily for keeping dangerous enemy mages and evil monsters under arcane bondage.;;;;;;;;;;;;;x
wc_dala_privatemage2_desc;A private arcane study and practice area for guild members, useful for mastering powerful magic.;;;;;;;;;;;;;x
wc_dala_privatemage3_desc;A private tower for a powerful rogue archmage and their students, using very unorthodox means to study and perform magic.;;;;;;;;;;;;;x
wc_dala_privatemage4_desc;A magic academy within guild grounds made for the families of the guild's mages to help study and specialize their magic.;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Alteric;;;;;;;;;;;;;;x
wc_alte_barracks1;Mountain Patrol Camp;;;;;;;;;;;;;x
wc_alte_barracks2;Mountain Patrol Outpost;;;;;;;;;;;;;x
wc_alte_barracks3;Mountain Patrol Barricade;;;;;;;;;;;;;x
wc_alte_barracks4;Mountain Patrol Fort;;;;;;;;;;;;;x
wc_alte_mountain1;Alteraci Mountain Clan;;;;;;;;;;;;;x
wc_alte_mountain2;Brigand Toll;;;;;;;;;;;;;x
wc_alte_mountain3;Syndicate Hideaway;;;;;;;;;;;;;x
wc_alte_mountain4;Syndicate Manor;;;;;;;;;;;;;x
wc_alte_highwayman1;Highwayman Patrol;;;;;;;;;;;;;x
wc_alte_highwayman2;Highwayman Encampment;;;;;;;;;;;;;x
wc_alte_highwayman3;Highwayman Barricade;;;;;;;;;;;;;x
wc_alte_highwayman4;Highwayman Fortress;;;;;;;;;;;;;x
wc_alte_auction1;Alterac Mercenary Camp;;;;;;;;;;;;;x
wc_alte_auction2;Alterac Rogue Fort;;;;;;;;;;;;;x
wc_alte_auction3;Alterac Mercenary Guild;;;;;;;;;;;;;x
wc_alte_auction4;Alterac Bandit Fiefdom;;;;;;;;;;;;;x
wc_alte_magus1;Magus School;;;;;;;;;;;;;x
wc_alte_magus2;Magus Guild;;;;;;;;;;;;;x
wc_alte_magus3;Magus Great Guild;;;;;;;;;;;;;x
wc_alte_magus4;Magus Spire;;;;;;;;;;;;;x
wc_alte_skirmisher1;Skirmisher Hut;;;;;;;;;;;;;x
wc_alte_skirmisher2;Skirmisher Camp;;;;;;;;;;;;;x
wc_alte_skirmisher3;Skirmisher Range;;;;;;;;;;;;;x
wc_alte_skirmisher4;Skirmisher Ambush;;;;;;;;;;;;;x
wc_alte_tribemountain1;Mountain Herding Paths;;;;;;;;;;;;;x
wc_alte_tribemountain2;Mountain Barricade;;;;;;;;;;;;;x
wc_alte_tribemountain3;Mountain Wall;;;;;;;;;;;;;x
wc_alte_tribemountain4;Mountain Barracks;;;;;;;;;;;;;x
wc_alte_merchantbandit1;Bandit Hideaway;;;;;;;;;;;;;x
wc_alte_merchantbandit2;Bandit Sanctuary;;;;;;;;;;;;;x
wc_alte_merchantbandit3;Suspicious Mercenary Camp;;;;;;;;;;;;;x
wc_alte_merchantbandit4;Rogue Stronghold;;;;;;;;;;;;;x
wc_alte_barracks1_desc;Mountain Patrol Camp;;;;;;;;;;;;;x
wc_alte_barracks2_desc;Mountain Patrol Outpost;;;;;;;;;;;;;x
wc_alte_barracks3_desc;Mountain Patrol Barricade;;;;;;;;;;;;;x
wc_alte_barracks4_desc;Mountain Patrol Fort;;;;;;;;;;;;;x
wc_alte_mountain1_desc;Alteraci Mountain Clan;;;;;;;;;;;;;x
wc_alte_mountain2_desc;Brigand Toll;;;;;;;;;;;;;x
wc_alte_mountain3_desc;Syndicate Hideaway;;;;;;;;;;;;;x
wc_alte_mountain4_desc;Syndicate Manor;;;;;;;;;;;;;x
wc_alte_highwayman1_desc;Highwayman Patrol;;;;;;;;;;;;;x
wc_alte_highwayman2_desc;Highwayman Encampment;;;;;;;;;;;;;x
wc_alte_highwayman3_desc;Highwayman Barricade;;;;;;;;;;;;;x
wc_alte_highwayman4_desc;Highwayman Fortress;;;;;;;;;;;;;x
wc_alte_auction1_desc;Alterac Mercenary Camp;;;;;;;;;;;;;x
wc_alte_auction2_desc;Alterac Rogue Fort;;;;;;;;;;;;;x
wc_alte_auction3_desc;Alterac Mercenary Guild;;;;;;;;;;;;;x
wc_alte_auction4_desc;Alterac Bandit Fiefdom;;;;;;;;;;;;;x
wc_alte_magus1_desc;Magus School;;;;;;;;;;;;;x
wc_alte_magus2_desc;Magus Guild;;;;;;;;;;;;;x
wc_alte_magus3_desc;Magus Great Guild;;;;;;;;;;;;;x
wc_alte_magus4_desc;Magus Spire;;;;;;;;;;;;;x
wc_alte_skirmisher1_desc;Skirmisher Hut;;;;;;;;;;;;;x
wc_alte_skirmisher2_desc;Skirmisher Camp;;;;;;;;;;;;;x
wc_alte_skirmisher3_desc;Skirmisher Range;;;;;;;;;;;;;x
wc_alte_skirmisher4_desc;Skirmisher Ambush;;;;;;;;;;;;;x
wc_alte_tribemountain1_desc;Mountain Herding Paths;;;;;;;;;;;;;x
wc_alte_tribemountain2_desc;Mountain Barricade;;;;;;;;;;;;;x
wc_alte_tribemountain3_desc;Mountain Wall;;;;;;;;;;;;;x
wc_alte_tribemountain4_desc;Mountain Barracks;;;;;;;;;;;;;x
wc_alte_merchantbandit1_desc;Bandit Hideaway;;;;;;;;;;;;;x
wc_alte_merchantbandit2_desc;Bandit Sanctuary;;;;;;;;;;;;;x
wc_alte_merchantbandit3_desc;Suspicious Mercenary Camp;;;;;;;;;;;;;x
wc_alte_merchantbandit4_desc;Rogue Stronghold;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Tirassian;;;;;;;;;;;;;;x
wc_tira_marine1;Marine Sea Post;;;;;;;;;;;;;x
wc_tira_marine2;Marine Sea Barracks;;;;;;;;;;;;;x
wc_tira_marine3;Marine Naval Armory;;;;;;;;;;;;;x
wc_tira_marine4;Marine Naval Academy;;;;;;;;;;;;;x
wc_tira_gunnery1;Gunpost;;;;;;;;;;;;;x
wc_tira_gunnery2;Weapon Manufactory;;;;;;;;;;;;;x
wc_tira_gunnery3;Cannon Workshop;;;;;;;;;;;;;x
wc_tira_gunnery4;Chokepoint;;;;;;;;;;;;;x
wc_tira_roughneck1;Roughneck Nest;;;;;;;;;;;;;x
wc_tira_roughneck2;Roughneck Free Range;;;;;;;;;;;;;x
wc_tira_roughneck3;Roughneck Park;;;;;;;;;;;;;x
wc_tira_roughneck4;Roughneck Avairy;;;;;;;;;;;;;x
wc_tira_wharf1;Kul Tiran Trade Wharf;;;;;;;;;;;;;x
wc_tira_wharf2;Kul Tiran Great Wharf;;;;;;;;;;;;;x
wc_tira_wharf3;Kul Tiran Trade Harbor;;;;;;;;;;;;;x
wc_tira_wharf4;Kul Tiran Trade Marina;;;;;;;;;;;;;x
wc_tira_tidesage1;Tidesage Sea Shrine;;;;;;;;;;;;;x
wc_tira_tidesage2;Tidesage Sea Temple;;;;;;;;;;;;;x
wc_tira_tidesage3;Tidesage Sea Abbey;;;;;;;;;;;;;x
wc_tira_tidesage4;Tidesage Holy Island;;;;;;;;;;;;;x
wc_tira_thorn1;Thornspeaker Grove;;;;;;;;;;;;;x
wc_tira_thorn2;Thornspeaker Sanctuary;;;;;;;;;;;;;x
wc_tira_thorn3;Thornspeaker Haunt;;;;;;;;;;;;;x
wc_tira_thorn4;Thornspeaker Temple;;;;;;;;;;;;;x
wc_tira_sea1;Sea Wall;;;;;;;;;;;;;x
wc_tira_sea2;Naval Fort;;;;;;;;;;;;;x
wc_tira_sea3;Tribal Lighthouse;;;;;;;;;;;;;x
wc_tira_sea4;Tribal Trade Port;;;;;;;;;;;;;x
wc_tira_royalboon1;Kul Tiran Spring Estate;;;;;;;;;;;;;x
wc_tira_royalboon2;Kul Tiran Naval Academy;;;;;;;;;;;;;x
wc_tira_royalboon3;Kul Tiran Arms Factory;;;;;;;;;;;;;x
wc_tira_royalboon4;Kul Tiran Flagship Dock;;;;;;;;;;;;;x
wc_tira_marine1_desc;Marine Sea Post;;;;;;;;;;;;;x
wc_tira_marine2_desc;Marine Sea Barracks;;;;;;;;;;;;;x
wc_tira_marine3_desc;Marine Naval Armory;;;;;;;;;;;;;x
wc_tira_marine4_desc;Marine Naval Academy;;;;;;;;;;;;;x
wc_tira_gunnery1_desc;Gunpost;;;;;;;;;;;;;x
wc_tira_gunnery2_desc;Weapon Manufactory;;;;;;;;;;;;;x
wc_tira_gunnery3_desc;Cannon Workshop;;;;;;;;;;;;;x
wc_tira_gunnery4_desc;Chokepoint;;;;;;;;;;;;;x
wc_tira_roughneck1_desc;Roughneck Nest;;;;;;;;;;;;;x
wc_tira_roughneck2_desc;Roughneck Free Range;;;;;;;;;;;;;x
wc_tira_roughneck3_desc;Roughneck Park;;;;;;;;;;;;;x
wc_tira_roughneck4_desc;Roughneck Avairy;;;;;;;;;;;;;x
wc_tira_wharf1_desc;Kul Tiran Trade Wharf;;;;;;;;;;;;;x
wc_tira_wharf2_desc;Kul Tiran Great Wharf;;;;;;;;;;;;;x
wc_tira_wharf3_desc;Kul Tiran Trade Harbor;;;;;;;;;;;;;x
wc_tira_wharf4_desc;Kul Tiran Trade Marina;;;;;;;;;;;;;x
wc_tira_tidesage1_desc;Tidesage Sea Shrine;;;;;;;;;;;;;x
wc_tira_tidesage2_desc;Tidesage Sea Temple;;;;;;;;;;;;;x
wc_tira_tidesage3_desc;Tidesage Sea Abbey;;;;;;;;;;;;;x
wc_tira_tidesage4_desc;Tidesage Holy Island;;;;;;;;;;;;;x
wc_tira_thorn1_desc;Thornspeaker Grove;;;;;;;;;;;;;x
wc_tira_thorn2_desc;Thornspeaker Sanctuary;;;;;;;;;;;;;x
wc_tira_thorn3_desc;Thornspeaker Haunt;;;;;;;;;;;;;x
wc_tira_thorn4_desc;Thornspeaker Temple;;;;;;;;;;;;;x
wc_tira_sea1_desc;Sea Wall;;;;;;;;;;;;;x
wc_tira_sea2_desc;Naval Fort;;;;;;;;;;;;;x
wc_tira_sea3_desc;Tribal Lighthouse;;;;;;;;;;;;;x
wc_tira_sea4_desc;Tribal Trade Port;;;;;;;;;;;;;x
wc_tira_royalboon1_desc;Kul Tiran Spring Estate;;;;;;;;;;;;;x
wc_tira_royalboon2_desc;Kul Tiran Naval Academy;;;;;;;;;;;;;x
wc_tira_royalboon3_desc;Kul Tiran Arms Factory;;;;;;;;;;;;;x
wc_tira_royalboon4_desc;Kul Tiran Flagship Dock;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Northern;;;;;;;;;;;;;;x
wc_northern_muster1;Trapper Outpost;;;;;;;;;;;;;x
wc_northern_muster2;Trapper Lodge;;;;;;;;;;;;;x
wc_northern_muster3;Trapper Frontier Barracks;;;;;;;;;;;;;x
wc_northern_muster4;Trapper Frontier Fort;;;;;;;;;;;;;x
wc_northern_prison1;Earthen Prison Pit;;;;;;;;;;;;;x
wc_northern_prison2;Trapper Cages;;;;;;;;;;;;;x
wc_northern_prison3;Gulag;;;;;;;;;;;;;x
wc_northern_prison4;Gulag Complex;;;;;;;;;;;;;x
wc_northern_police1;Oprichnik Corral;;;;;;;;;;;;;x
wc_northern_police2;Oprichnik Stable;;;;;;;;;;;;;x
wc_northern_police3;Oprichnik Blockhouse;;;;;;;;;;;;;x
wc_northern_police4;Oprichnik Station;;;;;;;;;;;;;x
wc_northern_culture1;Vodka Brewer;;;;;;;;;;;;;x
wc_northern_culture2;Sled Craftsman;;;;;;;;;;;;;x
wc_northern_culture3;Coat Workshop;;;;;;;;;;;;;x
wc_northern_culture4;Bell Tower;;;;;;;;;;;;;x
wc_northern_macademy1;Vedmak Sacred Tomb;;;;;;;;;;;;;x
wc_northern_macademy2;Vedmak Grove;;;;;;;;;;;;;x
wc_northern_macademy3;Vedmak Forest;;;;;;;;;;;;;x
wc_northern_macademy4;Vedmak Church;;;;;;;;;;;;;x
wc_northern_hunter1;Hunter Trap Haunt;;;;;;;;;;;;;x
wc_northern_hunter2;Hunter Camp;;;;;;;;;;;;;x
wc_northern_hunter3;Hunter Patrol;;;;;;;;;;;;;x
wc_northern_hunter4;Hunter Blockhouse;;;;;;;;;;;;;x
wc_northern_furs1;Fur Trap;;;;;;;;;;;;;x
wc_northern_furs2;Skinning Hall;;;;;;;;;;;;;x
wc_northern_furs3;Tanning Lodge;;;;;;;;;;;;;x
wc_northern_furs4;Fur Farm;;;;;;;;;;;;;x
wc_northern_furcolony1;Fur Trapping Company;;;;;;;;;;;;;x
wc_northern_furcolony2;Fur Trapping Charter;;;;;;;;;;;;;x
wc_northern_furcolony3;Fur Trapping Headquarters;;;;;;;;;;;;;x
wc_northern_furcolony4;Fur Trapping Corporation;;;;;;;;;;;;;x
wc_northern_muster1_desc;Trapper Outpost;;;;;;;;;;;;;x
wc_northern_muster2_desc;Trapper Lodge;;;;;;;;;;;;;x
wc_northern_muster3_desc;Trapper Frontier Barracks;;;;;;;;;;;;;x
wc_northern_muster4_desc;Trapper Frontier Fort;;;;;;;;;;;;;x
wc_northern_prison1_desc;Earthen Prison Pit;;;;;;;;;;;;;x
wc_northern_prison2_desc;Trapper Cages;;;;;;;;;;;;;x
wc_northern_prison3_desc;Gulag;;;;;;;;;;;;;x
wc_northern_prison4_desc;Gulag Complex;;;;;;;;;;;;;x
wc_northern_police1_desc;Oprichnik Corral;;;;;;;;;;;;;x
wc_northern_police2_desc;Oprichnik Stable;;;;;;;;;;;;;x
wc_northern_police3_desc;Oprichnik Blockhouse;;;;;;;;;;;;;x
wc_northern_police4_desc;Oprichnik Station;;;;;;;;;;;;;x
wc_northern_culture1_desc;Vodka Brewer;;;;;;;;;;;;;x
wc_northern_culture2_desc;Sled Craftsman;;;;;;;;;;;;;x
wc_northern_culture3_desc;Coat Workshop;;;;;;;;;;;;;x
wc_northern_culture4_desc;Bell Tower;;;;;;;;;;;;;x
wc_northern_macademy1_desc;Vedmak Sacred Tomb;;;;;;;;;;;;;x
wc_northern_macademy2_desc;Vedmak Grove;;;;;;;;;;;;;x
wc_northern_macademy3_desc;Vedmak Forest;;;;;;;;;;;;;x
wc_northern_macademy4_desc;Vedmak Church;;;;;;;;;;;;;x
wc_northern_hunter1_desc;Hunter Trap Haunt;;;;;;;;;;;;;x
wc_northern_hunter2_desc;Hunter Camp;;;;;;;;;;;;;x
wc_northern_hunter3_desc;Hunter Patrol;;;;;;;;;;;;;x
wc_northern_hunter4_desc;Hunter Blockhouse;;;;;;;;;;;;;x
wc_northern_furs1_desc;Fur Trap;;;;;;;;;;;;;x
wc_northern_furs2_desc;Skinning Hall;;;;;;;;;;;;;x
wc_northern_furs3_desc;Tanning Lodge;;;;;;;;;;;;;x
wc_northern_furs4_desc;Fur Farm;;;;;;;;;;;;;x
wc_northern_furcolony1_desc;Fur Trapping Company;;;;;;;;;;;;;x
wc_northern_furcolony2_desc;Fur Trapping Charter;;;;;;;;;;;;;x
wc_northern_furcolony3_desc;Fur Trapping Headquarters;;;;;;;;;;;;;x
wc_northern_furcolony4_desc;Fur Trapping Corporation;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
#Pirate;;;;;;;;;;;;;;x
wc_pirate_corsair1;Corsair Dock;;;;;;;;;;;;;x
wc_pirate_corsair2;Corsair Anchored Fleet;;;;;;;;;;;;;x
wc_pirate_corsair3;Corsair Safe Haven;;;;;;;;;;;;;x
wc_pirate_corsair4;Corsair Stronghold;;;;;;;;;;;;;x
wc_pirate_prison1;Ransom Cage;;;;;;;;;;;;;x
wc_pirate_prison2;Prisoner Arena;;;;;;;;;;;;;x
wc_pirate_prison3;Brutalizing Workyard;;;;;;;;;;;;;x
wc_pirate_prison4;Recruitment Prison;;;;;;;;;;;;;x
wc_pirate_bucc1;Buccaneer Pub;;;;;;;;;;;;;x
wc_pirate_bucc2;Buccaneer Tavern;;;;;;;;;;;;;x
wc_pirate_bucc3;Buccaneer Enclave;;;;;;;;;;;;;x
wc_pirate_bucc4;Buccaneer Freehold;;;;;;;;;;;;;x
wc_pirate_townhall1;Pirate Flagship;;;;;;;;;;;;;x
wc_pirate_townhall2;Captain's Lodge;;;;;;;;;;;;;x
wc_pirate_townhall3;Captain's Manor;;;;;;;;;;;;;x
wc_pirate_townhall4;Pirate Palace;;;;;;;;;;;;;x
wc_pirate_townhall5;Pleasure Island;;;;;;;;;;;;;x
wc_pirate_stormcall1;Stormcaller Mage Ship;;;;;;;;;;;;;x
wc_pirate_stormcall2;Stormcaller Guild;;;;;;;;;;;;;x
wc_pirate_stormcall3;Stormcaller Holding;;;;;;;;;;;;;x
wc_pirate_stormcall4;Stormcaller Freehold;;;;;;;;;;;;;x
wc_pirate_seadog1;Sea Dog Rest;;;;;;;;;;;;;x
wc_pirate_seadog2;Sea Dog Encampment;;;;;;;;;;;;;x
wc_pirate_seadog3;Sea Dog Fortified Camp;;;;;;;;;;;;;x
wc_pirate_seadog4;Sea Dog Fort;;;;;;;;;;;;;x
wc_pirate_shipwreck1;Buried Treasure;;;;;;;;;;;;;x
wc_pirate_shipwreck2;Sunken Treasure;;;;;;;;;;;;;x
wc_pirate_shipwreck3;Sunken Ship;;;;;;;;;;;;;x
wc_pirate_shipwreck4;Ship Graveyard;;;;;;;;;;;;;x
wc_pirate_privateers1;Privateer Mercenary Camp;;;;;;;;;;;;;x
wc_pirate_privateers2;Privateer Manor;;;;;;;;;;;;;x
wc_pirate_privateers3;Privateer Estate;;;;;;;;;;;;;x
wc_pirate_privateers4;Privateer Palace;;;;;;;;;;;;;x
wc_pirate_corsair1_desc;Corsair Dock;;;;;;;;;;;;;x
wc_pirate_corsair2_desc;Corsair Anchored Fleet;;;;;;;;;;;;;x
wc_pirate_corsair3_desc;Corsair Safe Haven;;;;;;;;;;;;;x
wc_pirate_corsair4_desc;Corsair Stronghold;;;;;;;;;;;;;x
wc_pirate_prison1_desc;Ransom Cage;;;;;;;;;;;;;x
wc_pirate_prison2_desc;Prisoner Arena;;;;;;;;;;;;;x
wc_pirate_prison3_desc;Brutalizing Workyard;;;;;;;;;;;;;x
wc_pirate_prison4_desc;Recruitment Prison;;;;;;;;;;;;;x
